,task_name,train_set_id,n_shot_per_class,accuracy,macro_f1,ood_rate,n,pred_dist,label_dist
10,amazon_massive_scenario,0,8,0.38,0.27347960681294015,0.0,100,"{""alarm"": 3, ""calendar"": 15, ""cooking"": 4, ""email"": 14, ""music"": 32, ""news"": 10, ""qa"": 18, ""transport"": 2, ""weather"": 2}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
11,amazon_massive_scenario,1,8,0.32,0.24507197610981724,0.0,100,"{""alarm"": 3, ""audio"": 1, ""calendar"": 14, ""cooking"": 19, ""email"": 11, ""lists"": 3, ""music"": 40, ""qa"": 3, ""transport"": 3, ""weather"": 3}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
12,amazon_massive_scenario,2,8,0.43,0.35406681190994915,0.0,100,"{""alarm"": 4, ""audio"": 1, ""calendar"": 9, ""cooking"": 5, ""email"": 14, ""music"": 20, ""news"": 3, ""play"": 1, ""qa"": 37, ""social"": 1, ""weather"": 5}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
13,amazon_massive_scenario,3,8,0.28,0.24199722088610975,0.0,100,"{""alarm"": 2, ""calendar"": 49, ""cooking"": 7, ""email"": 11, ""music"": 20, ""news"": 4, ""qa"": 4, ""social"": 1, ""weather"": 2}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
14,amazon_massive_scenario,4,8,0.37,0.33189379348089204,0.0,100,"{""alarm"": 3, ""calendar"": 15, ""cooking"": 3, ""email"": 13, ""music"": 45, ""news"": 3, ""play"": 1, ""qa"": 13, ""social"": 1, ""weather"": 3}","{""alarm"": 5, ""audio"": 3, ""calendar"": 5, ""cooking"": 4, ""datetime"": 6, ""email"": 14, ""general"": 7, ""iot"": 6, ""lists"": 5, ""music"": 1, ""news"": 3, ""play"": 16, ""qa"": 8, ""recommendation"": 3, ""social"": 1, ""takeaway"": 1, ""transport"": 5, ""weather"": 7}"
15,app_reviews,0,8,0.07,0.06511627906976744,0.0,100,"{""four"": 1, ""one"": 28, ""three"": 1, ""two"": 70}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
16,app_reviews,1,8,0.1,0.07407407407407407,0.0,100,"{""four"": 2, ""one"": 39, ""two"": 59}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
17,app_reviews,2,8,0.15,0.05660377358490566,0.0,100,"{""four"": 6, ""one"": 91, ""three"": 3}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
18,app_reviews,3,8,0.15,0.05263157894736842,0.0,100,"{""one"": 99, ""two"": 1}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
19,app_reviews,4,8,0.15,0.05263157894736842,0.0,100,"{""four"": 1, ""one"": 99}","{""five"": 59, ""four"": 12, ""one"": 15, ""three"": 12, ""two"": 2}"
20,beaver_tails,0,8,0.39,0.33398842668413586,0.0,100,"{""no"": 7, ""yes"": 93}","{""no"": 64, ""yes"": 36}"
21,beaver_tails,1,8,0.36,0.2647058823529412,0.0,100,"{""yes"": 100}","{""no"": 64, ""yes"": 36}"
22,beaver_tails,2,8,0.59,0.5249681381068243,0.0,100,"{""no"": 73, ""yes"": 27}","{""no"": 64, ""yes"": 36}"
23,beaver_tails,3,8,0.68,0.5,0.0,100,"{""no"": 96, ""yes"": 4}","{""no"": 64, ""yes"": 36}"
24,beaver_tails,4,8,0.48,0.47916666666666663,0.0,100,"{""no"": 32, ""yes"": 68}","{""no"": 64, ""yes"": 36}"
25,boolq,0,8,0.54,0.537037037037037,0.0,100,"{""no"": 66, ""yes"": 34}","{""no"": 42, ""yes"": 58}"
26,boolq,1,8,0.53,0.5191815856777494,0.0,100,"{""no"": 43, ""yes"": 57}","{""no"": 42, ""yes"": 58}"
27,boolq,2,8,0.54,0.5279146141215106,0.0,100,"{""no"": 74, ""yes"": 26}","{""no"": 42, ""yes"": 58}"
28,boolq,3,8,0.52,0.512987012987013,0.0,100,"{""no"": 70, ""yes"": 30}","{""no"": 42, ""yes"": 58}"
29,boolq,4,8,0.58,0.5716034271725826,0.0,100,"{""no"": 44, ""yes"": 56}","{""no"": 42, ""yes"": 58}"
30,brag_action,0,8,0.15,0.14305877608629902,0.0,100,"{""bragging"": 88, ""not bragging"": 12}","{""bragging"": 3, ""not bragging"": 97}"
31,brag_action,1,8,0.04,0.03961584633853541,0.0,100,"{""bragging"": 99, ""not bragging"": 1}","{""bragging"": 3, ""not bragging"": 97}"
32,brag_action,2,8,0.39,0.30484330484330485,0.0,100,"{""bragging"": 62, ""not bragging"": 38}","{""bragging"": 3, ""not bragging"": 97}"
33,brag_action,3,8,0.03,0.02912621359223301,0.0,100,"{""bragging"": 100}","{""bragging"": 3, ""not bragging"": 97}"
34,brag_action,4,8,0.14,0.1313131313131313,0.0,100,"{""bragging"": 87, ""not bragging"": 13}","{""bragging"": 3, ""not bragging"": 97}"
35,circa,0,8,0.35,0.33882616214016886,0.0,100,"{""no"": 82, ""yes"": 18}","{""no"": 31, ""yes"": 69}"
36,circa,1,8,0.32,0.2621527777777778,0.0,100,"{""no"": 97, ""yes"": 3}","{""no"": 31, ""yes"": 69}"
37,circa,2,8,0.4,0.3961352657004831,0.0,100,"{""no"": 77, ""yes"": 23}","{""no"": 31, ""yes"": 69}"
38,circa,3,8,0.4,0.3880048959608323,0.0,100,"{""no"": 83, ""yes"": 17}","{""no"": 31, ""yes"": 69}"
39,circa,4,8,0.38,0.37775993576876754,0.0,100,"{""no"": 75, ""yes"": 25}","{""no"": 31, ""yes"": 69}"
40,clickbait,0,8,0.6,0.4172494172494173,0.0,100,"{""no"": 3, ""yes"": 97}","{""no"": 41, ""yes"": 59}"
41,clickbait,1,8,0.68,0.6604414261460102,0.0,100,"{""no"": 35, ""yes"": 65}","{""no"": 41, ""yes"": 59}"
42,clickbait,2,8,0.59,0.4121863799283154,0.0,100,"{""no"": 4, ""yes"": 96}","{""no"": 41, ""yes"": 59}"
43,clickbait,3,8,0.73,0.7087692805522597,0.0,100,"{""no"": 32, ""yes"": 68}","{""no"": 41, ""yes"": 59}"
44,clickbait,4,8,0.62,0.5876736111111112,0.0,100,"{""no"": 31, ""yes"": 69}","{""no"": 41, ""yes"": 59}"
45,climate_commitments_actions,0,8,0.62,0.4273658830620856,0.0,100,"{""no"": 94, ""yes"": 6}","{""no"": 64, ""yes"": 36}"
46,climate_commitments_actions,1,8,0.63,0.48546794604366567,0.0,100,"{""no"": 89, ""yes"": 11}","{""no"": 64, ""yes"": 36}"
47,climate_commitments_actions,2,8,0.65,0.44258639910813824,0.0,100,"{""no"": 97, ""yes"": 3}","{""no"": 64, ""yes"": 36}"
48,climate_commitments_actions,3,8,0.62,0.4273658830620856,0.0,100,"{""no"": 94, ""yes"": 6}","{""no"": 64, ""yes"": 36}"
49,climate_commitments_actions,4,8,0.65,0.4631078386255561,0.0,100,"{""no"": 95, ""yes"": 5}","{""no"": 64, ""yes"": 36}"
50,climate_fever,0,8,0.33,0.1776035617499032,0.0,100,"{""disputed"": 5, ""not enough info"": 90, ""refuted"": 5}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
51,climate_fever,1,8,0.16,0.14502923976608187,0.0,100,"{""disputed"": 57, ""not enough info"": 5, ""refuted"": 38}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
52,climate_fever,2,8,0.32,0.2381549110872419,0.0,100,"{""disputed"": 5, ""not enough info"": 62, ""refuted"": 33}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
53,climate_fever,3,8,0.1,0.07913855734302024,0.0,100,"{""disputed"": 69, ""refuted"": 31}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
54,climate_fever,4,8,0.16,0.1069114219114219,0.0,100,"{""disputed"": 87, ""not enough info"": 11, ""refuted"": 1, ""supported"": 1}","{""disputed"": 13, ""not enough info"": 33, ""refuted"": 16, ""supported"": 38}"
55,climate_sentiment,0,8,0.48,0.33196969696969697,0.0,100,"{""neutral"": 81, ""opportunity"": 6, ""risk"": 13}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
56,climate_sentiment,1,8,0.16,0.09195402298850575,0.0,100,"{""opportunity"": 100}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
57,climate_sentiment,2,8,0.41,0.4026896875734085,0.0,100,"{""neutral"": 39, ""opportunity"": 50, ""risk"": 11}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
58,climate_sentiment,3,8,0.17,0.1074561403508772,0.0,100,"{""neutral"": 1, ""opportunity"": 98, ""risk"": 1}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
59,climate_sentiment,4,8,0.46,0.3682491326055683,0.0,100,"{""neutral"": 54, ""opportunity"": 44, ""risk"": 2}","{""neutral"": 47, ""opportunity"": 16, ""risk"": 37}"
60,cola,0,8,0.67,0.40119760479041916,0.0,100,"{""acceptable"": 99, ""unacceptable"": 1}","{""acceptable"": 68, ""unacceptable"": 32}"
61,cola,1,8,0.68,0.6259934548854604,0.0,100,"{""acceptable"": 70, ""unacceptable"": 30}","{""acceptable"": 68, ""unacceptable"": 32}"
62,cola,2,8,0.68,0.40476190476190477,0.0,100,"{""acceptable"": 100}","{""acceptable"": 68, ""unacceptable"": 32}"
63,cola,3,8,0.7,0.5888157894736843,0.0,100,"{""acceptable"": 84, ""unacceptable"": 16}","{""acceptable"": 68, ""unacceptable"": 32}"
64,cola,4,8,0.64,0.49181253529079616,0.0,100,"{""acceptable"": 86, ""unacceptable"": 14}","{""acceptable"": 68, ""unacceptable"": 32}"
65,copa,0,8,0.48,0.32432432432432434,0.0,100,"{""effect"": 100}","{""cause"": 52, ""effect"": 48}"
66,copa,1,8,0.56,0.47619047619047616,0.0,100,"{""cause"": 8, ""effect"": 92}","{""cause"": 52, ""effect"": 48}"
67,copa,2,8,0.48,0.32432432432432434,0.0,100,"{""effect"": 100}","{""cause"": 52, ""effect"": 48}"
68,copa,3,8,0.51,0.5015766453056658,0.0,100,"{""cause"": 35, ""effect"": 65}","{""cause"": 52, ""effect"": 48}"
69,copa,4,8,0.48,0.32432432432432434,0.0,100,"{""effect"": 100}","{""cause"": 52, ""effect"": 48}"
70,covid_fake_news,0,8,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
71,covid_fake_news,1,8,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
72,covid_fake_news,2,8,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
73,covid_fake_news,3,8,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
74,covid_fake_news,4,8,0.43,0.3006993006993007,0.0,100,"{""fake"": 100}","{""fake"": 43, ""real"": 57}"
75,dbpedia_14,0,8,0.58,0.5703401498432554,0.0,100,"{""album"": 7, ""animal"": 9, ""artist"": 15, ""athlete"": 6, ""building"": 6, ""company"": 12, ""educational institution"": 3, ""film"": 26, ""natural place"": 3, ""plant"": 6, ""village"": 5, ""written work"": 2}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
76,dbpedia_14,1,8,0.52,0.47956123951556906,0.0,100,"{""album"": 6, ""animal"": 5, ""artist"": 13, ""athlete"": 3, ""building"": 4, ""company"": 23, ""educational institution"": 1, ""film"": 16, ""natural place"": 4, ""office holder"": 2, ""plant"": 17, ""village"": 6}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
77,dbpedia_14,2,8,0.64,0.5811304475170022,0.0,100,"{""album"": 12, ""animal"": 2, ""artist"": 18, ""athlete"": 7, ""building"": 5, ""company"": 16, ""educational institution"": 6, ""film"": 13, ""office holder"": 2, ""plant"": 9, ""village"": 9, ""written work"": 1}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
78,dbpedia_14,3,8,0.56,0.4981490731490732,0.0,100,"{""album"": 7, ""animal"": 4, ""artist"": 6, ""athlete"": 6, ""building"": 18, ""company"": 13, ""educational institution"": 5, ""film"": 15, ""office holder"": 1, ""plant"": 10, ""village"": 15}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
79,dbpedia_14,4,8,0.45,0.47485756540378393,0.0,100,"{""album"": 3, ""animal"": 8, ""artist"": 59, ""athlete"": 5, ""building"": 3, ""company"": 7, ""educational institution"": 1, ""film"": 8, ""plant"": 3, ""village"": 3}","{""album"": 6, ""animal"": 5, ""artist"": 9, ""athlete"": 6, ""building"": 4, ""company"": 11, ""educational institution"": 6, ""film"": 7, ""mean of transportation"": 9, ""natural place"": 6, ""office holder"": 9, ""plant"": 8, ""village"": 5, ""written work"": 9}"
80,disaster_response_message,0,8,0.58,0.44,0.0,100,"{""false"": 34, ""true"": 66}","{""false"": 16, ""true"": 84}"
81,disaster_response_message,1,8,0.68,0.48018193632228723,0.0,100,"{""false"": 22, ""true"": 78}","{""false"": 16, ""true"": 84}"
82,disaster_response_message,2,8,0.73,0.4846344722275243,0.0,100,"{""false"": 15, ""true"": 85}","{""false"": 16, ""true"": 84}"
83,disaster_response_message,3,8,0.81,0.44751381215469616,0.0,100,"{""false"": 3, ""true"": 97}","{""false"": 16, ""true"": 84}"
84,disaster_response_message,4,8,0.84,0.45652173913043476,0.0,100,"{""true"": 100}","{""false"": 16, ""true"": 84}"
85,emo,0,8,0.06,0.03128054740957967,0.0,100,"{""happy"": 96, ""others"": 3, ""sad"": 1}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
86,emo,1,8,0.06,0.03128054740957967,0.0,100,"{""angry"": 1, ""happy"": 96, ""others"": 3}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
87,emo,2,8,0.18,0.15490533562822717,0.0,100,"{""happy"": 80, ""others"": 15, ""sad"": 5}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
88,emo,3,8,0.08,0.1372340425531915,0.0,100,"{""angry"": 2, ""happy"": 91, ""others"": 4, ""sad"": 3}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
89,emo,4,8,0.41,0.15073529411764705,0.0,100,"{""happy"": 53, ""others"": 46, ""sad"": 1}","{""angry"": 5, ""happy"": 3, ""others"": 90, ""sad"": 2}"
90,emotion,0,8,0.15,0.07225071225071224,0.0,100,"{""fear"": 96, ""joy"": 1, ""sadness"": 3}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
91,emotion,1,8,0.43,0.2406263406263406,0.0,100,"{""fear"": 23, ""joy"": 36, ""sadness"": 41}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
92,emotion,2,8,0.17,0.09619964792378587,0.0,100,"{""fear"": 75, ""love"": 25}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
93,emotion,3,8,0.28,0.14158794421952317,0.0,100,"{""fear"": 45, ""joy"": 1, ""sadness"": 54}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
94,emotion,4,8,0.17,0.08737373737373737,0.0,100,"{""fear"": 87, ""joy"": 2, ""sadness"": 11}","{""anger"": 12, ""fear"": 12, ""joy"": 38, ""love"": 12, ""sadness"": 22, ""surprise"": 4}"
95,environmental_claims,0,8,0.66,0.48764315852923446,0.0,100,"{""no"": 82, ""yes"": 18}","{""no"": 76, ""yes"": 24}"
96,environmental_claims,1,8,0.34,0.3389423076923077,0.0,100,"{""no"": 20, ""yes"": 80}","{""no"": 76, ""yes"": 24}"
97,environmental_claims,2,8,0.54,0.46236559139784944,0.0,100,"{""no"": 62, ""yes"": 38}","{""no"": 76, ""yes"": 24}"
98,environmental_claims,3,8,0.49,0.4357782940590773,0.0,100,"{""no"": 55, ""yes"": 45}","{""no"": 76, ""yes"": 24}"
99,environmental_claims,4,8,0.47,0.4578005115089514,0.0,100,"{""no"": 39, ""yes"": 61}","{""no"": 76, ""yes"": 24}"
100,ethos,0,8,0.5,0.47456914670029426,0.0,100,"{""hate speech"": 74, ""no hate speech"": 26}","{""hate speech"": 48, ""no hate speech"": 52}"
101,ethos,1,8,0.47,0.3197278911564626,0.0,100,"{""hate speech"": 99, ""no hate speech"": 1}","{""hate speech"": 48, ""no hate speech"": 52}"
102,ethos,2,8,0.53,0.5276856597326902,0.0,100,"{""hate speech"": 45, ""no hate speech"": 55}","{""hate speech"": 48, ""no hate speech"": 52}"
103,ethos,3,8,0.46,0.44191814799503926,0.0,100,"{""hate speech"": 34, ""no hate speech"": 66}","{""hate speech"": 48, ""no hate speech"": 52}"
104,ethos,4,8,0.57,0.4724573671942093,0.0,100,"{""hate speech"": 9, ""no hate speech"": 91}","{""hate speech"": 48, ""no hate speech"": 52}"
105,fever,0,8,0.35,0.30023002300230023,0.0,100,"{""not enough info"": 5, ""refuted"": 73, ""supported"": 22}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
106,fever,1,8,0.43,0.20046620046620045,0.0,100,"{""refuted"": 1, ""supported"": 99}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
107,fever,2,8,0.43,0.22083333333333333,0.0,100,"{""refuted"": 4, ""supported"": 96}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
108,fever,3,8,0.44,0.20370370370370372,0.0,100,"{""supported"": 100}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
109,fever,4,8,0.3,0.18754098360655735,0.0,100,"{""refuted"": 94, ""supported"": 6}","{""not enough info"": 28, ""refuted"": 28, ""supported"": 44}"
110,financial_phrasebank,0,8,0.27,0.17911353976927746,0.0,100,"{""negative"": 5, ""positive"": 95}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
111,financial_phrasebank,1,8,0.26,0.20390824129141885,0.0,100,"{""negative"": 20, ""positive"": 80}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
112,financial_phrasebank,2,8,0.21,0.2151377159573881,0.0,100,"{""negative"": 86, ""neutral"": 1, ""positive"": 13}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
113,financial_phrasebank,3,8,0.21,0.19512081643857285,0.0,100,"{""negative"": 45, ""neutral"": 1, ""positive"": 54}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
114,financial_phrasebank,4,8,0.24,0.21428571428571427,0.0,100,"{""negative"": 43, ""positive"": 57}","{""negative"": 13, ""neutral"": 60, ""positive"": 27}"
115,hate_speech18,0,8,0.38,0.3272569444444444,0.0,100,"{""hate"": 66, ""no hate"": 34}","{""hate"": 6, ""no hate"": 94}"
116,hate_speech18,1,8,0.07,0.06766917293233082,0.0,100,"{""hate"": 99, ""no hate"": 1}","{""hate"": 6, ""no hate"": 94}"
117,hate_speech18,2,8,0.17,0.16791979949874686,0.0,100,"{""hate"": 89, ""no hate"": 11}","{""hate"": 6, ""no hate"": 94}"
118,hate_speech18,3,8,0.73,0.4846344722275243,0.0,100,"{""hate"": 25, ""no hate"": 75}","{""hate"": 6, ""no hate"": 94}"
119,hate_speech18,4,8,0.08,0.07852564102564102,0.0,100,"{""hate"": 98, ""no hate"": 2}","{""hate"": 6, ""no hate"": 94}"
120,health_fact,0,8,0.23,0.0942622950819672,0.0,100,"{""false"": 98, ""unproven"": 2}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
121,health_fact,1,8,0.17,0.12764447884416924,0.0,100,"{""false"": 78, ""mixture"": 7, ""true"": 1, ""unproven"": 14}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
122,health_fact,2,8,0.29,0.2234816649710267,0.0,100,"{""false"": 70, ""mixture"": 20, ""true"": 9, ""unproven"": 1}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
123,health_fact,3,8,0.23,0.175,0.0,100,"{""false"": 96, ""mixture"": 1, ""unproven"": 3}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
124,health_fact,4,8,0.24,0.10303422490652861,0.0,100,"{""false"": 98, ""true"": 1, ""unproven"": 1}","{""false"": 24, ""mixture"": 17, ""true"": 56, ""unproven"": 3}"
125,i2d2,0,8,0.61,0.37888198757763975,0.0,100,"{""true"": 100}","{""false"": 39, ""true"": 61}"
126,i2d2,1,8,0.61,0.37888198757763975,0.0,100,"{""true"": 100}","{""false"": 39, ""true"": 61}"
127,i2d2,2,8,0.47,0.44554869756250653,0.0,100,"{""false"": 82, ""true"": 18}","{""false"": 39, ""true"": 61}"
128,i2d2,3,8,0.59,0.4969942338363391,0.0,100,"{""false"": 18, ""true"": 82}","{""false"": 39, ""true"": 61}"
129,i2d2,4,8,0.39,0.3154528111323084,0.0,100,"{""false"": 94, ""true"": 6}","{""false"": 39, ""true"": 61}"
130,imdb,0,8,0.55,0.4357366771159875,0.0,100,"{""negative"": 92, ""positive"": 8}","{""negative"": 53, ""positive"": 47}"
131,imdb,1,8,0.66,0.6212121212121212,0.0,100,"{""negative"": 79, ""positive"": 21}","{""negative"": 53, ""positive"": 47}"
132,imdb,2,8,0.52,0.4725274725274725,0.0,100,"{""negative"": 17, ""positive"": 83}","{""negative"": 53, ""positive"": 47}"
133,imdb,3,8,0.58,0.5442708333333334,0.0,100,"{""negative"": 75, ""positive"": 25}","{""negative"": 53, ""positive"": 47}"
134,imdb,4,8,0.66,0.6578099838969405,0.0,100,"{""negative"": 55, ""positive"": 45}","{""negative"": 53, ""positive"": 47}"
135,insincere_questions,0,8,0.52,0.39117199391172,0.0,100,"{""insincere question"": 49, ""valid question"": 51}","{""insincere question"": 5, ""valid question"": 95}"
136,insincere_questions,1,8,0.16,0.1569650742673625,0.0,100,"{""insincere question"": 89, ""valid question"": 11}","{""insincere question"": 5, ""valid question"": 95}"
137,insincere_questions,2,8,0.13,0.12921629466519868,0.0,100,"{""insincere question"": 92, ""valid question"": 8}","{""insincere question"": 5, ""valid question"": 95}"
138,insincere_questions,3,8,0.12,0.11964785914365747,0.0,100,"{""insincere question"": 93, ""valid question"": 7}","{""insincere question"": 5, ""valid question"": 95}"
139,insincere_questions,4,8,0.11,0.1099109910991099,0.0,100,"{""insincere question"": 94, ""valid question"": 6}","{""insincere question"": 5, ""valid question"": 95}"
140,is_humor,0,8,0.53,0.5123975516132379,0.0,100,"{""humorous"": 48, ""not humorous"": 52}","{""humorous"": 71, ""not humorous"": 29}"
141,is_humor,1,8,0.42,0.39583333333333337,0.0,100,"{""humorous"": 49, ""not humorous"": 51}","{""humorous"": 71, ""not humorous"": 29}"
142,is_humor,2,8,0.7,0.53125,0.0,100,"{""humorous"": 89, ""not humorous"": 11}","{""humorous"": 71, ""not humorous"": 29}"
143,is_humor,3,8,0.55,0.5021573182874212,0.0,100,"{""humorous"": 60, ""not humorous"": 40}","{""humorous"": 71, ""not humorous"": 29}"
144,is_humor,4,8,0.43,0.40370331624646927,0.0,100,"{""humorous"": 50, ""not humorous"": 50}","{""humorous"": 71, ""not humorous"": 29}"
145,jailbreak_classification,0,8,0.41,0.4085213032581454,0.0,100,"{""benign"": 53, ""jailbreak"": 47}","{""benign"": 52, ""jailbreak"": 48}"
146,jailbreak_classification,1,8,0.35,0.2988890087369216,0.0,100,"{""benign"": 21, ""jailbreak"": 79}","{""benign"": 52, ""jailbreak"": 48}"
147,jailbreak_classification,2,8,0.57,0.44808111924014893,0.0,100,"{""benign"": 95, ""jailbreak"": 5}","{""benign"": 52, ""jailbreak"": 48}"
